add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中山區松江路１７０巷２３號二樓,111/02/19,5950,93,73.12,華廈(10層含以下有電梯),16,二層/八層,房地(土地+建物)+車位,3房2廳2衛,300,住家用,121.530561,25.056165
臺北市中山區中山北路二段１１５巷３０號七樓,111/02/19,2098,85.3,24.59,華廈(10層含以下有電梯),11,七層/七層,房地(土地+建物),1房2廳1衛,0,住家用,121.524995,25.0607515
臺北市中山區中原街３３號四樓之１,111/02/19,1390,81.7,17.01,華廈(10層含以下有電梯),43,四層/七層,房地(土地+建物),2房1廳2衛,0,住家用,121.5289796,25.0566974
臺北市中山區南京東路一段１３２巷３０號三樓之３,111/02/18,805,66,12.2,華廈(10層含以下有電梯),20,三層/八層,房地(土地+建物),1房1廳1衛,0,住家用,121.5266191,25.0500406
臺北市中山區長春路１００號四樓之１１,111/02/18,975,66.5,14.67,住宅大樓(11層含以上有電梯),47,四層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5279422,25.0547762
臺北市中山區合江街１８８巷１４號七樓,111/02/18,2295,85.3,26.9,華廈(10層含以下有電梯),44,七層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5385512,25.061296
臺北市中山區南京東路三段１９４巷１０號三樓,111/02/18,2126,59.5,35.74,公寓(5樓含以下無電梯),53,三層/四層,房地(土地+建物),4房4廳2衛,0,住家用,121.5425853,25.0514524
臺北市中山區興安街７８之１２號,111/02/17,1875,75.4,24.88,公寓(5樓含以下無電梯),51,"一層,騎樓/四層",房地(土地+建物),2房1廳1衛,0,住家用,121.5413315,25.0560002
臺北市中山區建國北路二段１８８號十三樓之１,111/02/17,3350,75.9,44.14,住宅大樓(11層含以上有電梯),36,十三層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5365694,25.0596128
臺北市中山區雙城街３巷２號八樓之６,111/02/17,738,62.1,11.88,住宅大樓(11層含以上有電梯),26,八層/十五層,房地(土地+建物),1房1廳1衛,0,住家用,121.5244813,25.0632285
臺北市中山區中山北路二段７７巷２９號四樓之６,111/02/16,710,59.5,11.94,住宅大樓(11層含以上有電梯),44,四層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,121.5244786,25.0575772
