amount,price,area,age,car,add,date,type,floor.height,subject,pattern,k
375,69.6,5.38,43,0,臺北市中山區新生北路二段７３號七樓之２,111/05/30,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),未知,1
2575,73.7,34.95,45,0,臺北市中山區四平街８１號五樓,111/05/30,公寓(5樓含以下無電梯),五層/七層,房地(土地+建物),4房2廳2衛,1
3080,61.7,49.94,39,0,臺北市中山區建國北路三段８１巷１５號,111/05/30,華廈(10層含以下有電梯),一層/七層,房地(土地+建物),未知,1
2600,102.3,25.42,49,0,臺北市中山區松江路４６巷９號,111/05/29,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),2房1廳1衛,1
2450,82.3,29.78,36,0,臺北市中山區復興北路１９０巷１號四樓之５,111/05/27,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物),3房2廳1衛,1
1068,68.3,15.65,44,0,臺北市中山區新生北路三段４３號十樓之６,111/05/27,住宅大樓(11層含以上有電梯),十層/十一層,房地(土地+建物),1房1廳1衛,1
1600,66.5,24.04,41,0,臺北市中山區復興北路１７０號十二樓之１,111/05/27,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),3房2廳1衛,1
2850,66.8,42.66,38,0,臺北市中山區民權東路二段２６號七樓之２,111/05/25,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),未知,1
3800,106.8,35.59,44,0,臺北市中山區復興北路４３０巷１０號,111/05/25,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),0房2廳2衛,1
2190,81.9,26.74,49,0,臺北市中山區北安路６０８巷４弄２１號三樓,111/05/25,公寓(5樓含以下無電梯),"三層,陽臺/四層",房地(土地+建物),3房1廳2衛,1
2300,66.6,34.53,41,0,臺北市中山區五常街５３巷１４號二樓,111/05/24,華廈(10層含以下有電梯),二層/七層,房地(土地+建物),3房1廳2衛,1
2200,69.7,31.57,36,0,臺北市中山區雙城街１８巷１１號六樓,111/05/23,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
3120,74.4,41.92,39,0,臺北市中山區伊通街１０６巷４號三樓,111/05/23,華廈(10層含以下有電梯),三層/六層,房地(土地+建物),4房2廳2衛,1
1600,84.9,18.85,54,0,臺北市中山區民權東路二段７１巷１８號,111/05/20,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),1房1廳1衛,1
1700,77.2,22.01,55,0,臺北市中山區合江街１３６號四樓,111/05/18,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),4房0廳4衛,1
3000,93.7,32.02,50,0,臺北市中山區吉林路４６２號,111/05/13,公寓(5樓含以下無電梯),"一層,騎樓,走廊/四層",房地(土地+建物),1房1廳1衛,1
2560,72.9,35.14,48,0,臺北市中山區吉林路１６８巷２號三樓,111/05/09,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳2衛,1
2120,60.4,35.07,44,0,臺北市中山區龍江路３４２巷２號三樓,111/05/09,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房2廳2衛,1
1670,62.3,26.8,36,0,臺北市中山區農安街２１０號七樓之３,111/05/08,住宅大樓(11層含以上有電梯),七層/十二層,房地(土地+建物),3房2廳1衛,1
2350,76.9,30.55,53,0,臺北市中山區復興北路３２０巷４號四樓,111/05/07,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),8房0廳7衛,1
1690,77.8,21.72,34,0,臺北市中山區新生北路一段４８號六樓,111/05/05,住宅大樓(11層含以上有電梯),六層/十四層,房地(土地+建物),2房1廳1衛,1
988,73,13.53,29,0,臺北市中山區新生北路三段８８巷３０號五樓,111/05/02,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),2房2廳1衛,1
1050,75.1,13.99,32,0,臺北市中山區松江路３１號十一樓,111/05/01,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),0房1廳1衛,1
1968,59.1,33.28,44,0,臺北市中山區大直街６２巷５弄８號五樓,111/05/01,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),4房1廳2衛,1
625,67.5,9.26,41,0,臺北市中山區新生北路三段１號八樓之２２,111/04/29,住宅大樓(11層含以上有電梯),八層/十四層,房地(土地+建物),1房0廳1衛,1
1950,67.7,28.81,47,0,臺北市中山區吉林路４４７巷２３號四樓,111/04/29,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),5房2廳3衛,1
2050,61.2,33.48,54,0,臺北市中山區松江路２９７巷７號四樓,111/04/28,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房2廳2衛,1
745,78.8,9.45,33,0,臺北市中山區長春路４１０號十一樓之６,111/04/27,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),1房0廳1衛,1
3150,88,35.8,40,0,臺北市中山區合江街７３巷１０號七樓,111/04/27,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),2房2廳2衛,1
2926,100.4,29.15,38,0,臺北市中山區伊通街１９巷２１號,111/04/25,公寓(5樓含以下無電梯),一層/五層,房地(土地+建物),3房2廳1衛,1
2900,83.6,34.67,36,0,臺北市中山區復興北路２３２號五樓之２,111/04/25,住宅大樓(11層含以上有電梯),五層/十四層,房地(土地+建物),2房2廳2衛,1
2200,80.6,27.28,39,0,臺北市中山區龍江路３１１號七樓,111/04/25,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),2房2廳1衛,1
1930,68.8,28.07,54,0,臺北市中山區吉林路９８巷１９號,111/04/24,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),3房2廳2衛,1
1916,76.7,24.99,33,0,臺北市中山區長安東路二段１７８號九樓之８,111/04/24,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),2房2廳1衛,1
3700,94.8,39.04,39,150,臺北市中山區龍江路３０９號七樓,111/04/22,華廈(10層含以下有電梯),七層/七層,房地(土地+建物)+車位,4房3廳2衛,1
1738,68.5,25.36,45,0,臺北市中山區北安路６５２號四樓,111/04/21,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),4房2廳1衛,1
1600,61.2,26.13,44,0,臺北市中山區新生北路三段４３號三樓之２８,111/04/20,住宅大樓(11層含以上有電梯),三層/十一層,房地(土地+建物),3房1廳2衛,1
2000,64.8,30.85,46,0,臺北市中山區民生東路三段７３巷２弄１號三樓,111/04/20,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),3房2廳2衛,1
3468,54.7,63.39,45,0,臺北市中山區民權西路２０號五樓之１１,111/04/19,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物)+車位,3房3廳2衛,1
2210,62.4,35.43,37,0,臺北市中山區長安東路二段２３０號十二樓之２,111/04/19,住宅大樓(11層含以上有電梯),十二層/十二層,房地(土地+建物),3房2廳2衛,1
2250,104.6,21.51,44,0,臺北市中山區龍江路３２８巷４１號,111/04/19,公寓(5樓含以下無電梯),一層/五層,房地(土地+建物),3房1廳1衛,1
1360,62.7,21.71,44,0,臺北市中山區新生北路二段３１之１號八樓之２,111/04/18,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),1房1廳1衛,1
928,75.2,12.33,42,0,臺北市中山區南京東路三段１１８號八樓之２,111/04/18,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),未知,1
733.4,76,9.65,42,0,臺北市中山區南京東路三段１１８號八樓之３,111/04/18,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),未知,1
1688,62.8,26.88,45,0,臺北市中山區新生北路三段８８巷４０號三樓,111/04/17,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房2廳2衛,1
2000,76.3,26.2,38,0,臺北市中山區大直街６７巷１號四樓,111/04/17,公寓(5樓含以下無電梯),四層/五層,房地(土地+建物),3房2廳2衛,1
1933,75.5,25.6,54,0,臺北市中山區伊通街１９巷３６號四樓,111/04/17,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),3房0廳3衛,1
745,66.9,11.14,33,0,臺北市中山區林森北路１１９巷８８號三樓之１,111/04/17,住宅大樓(11層含以上有電梯),三層/十二層,房地(土地+建物),1房0廳1衛,1
2700,75,36.02,38,0,臺北市中山區建國北路二段１１５號六樓,111/04/16,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
2380,73.5,32.36,33,0,臺北市中山區長安東路二段１７８號九樓之７,111/04/16,住宅大樓(11層含以上有電梯),九層/十二層,房地(土地+建物),3房2廳2衛,1
1390,87.2,15.94,39,0,臺北市中山區長安東路二段１８９號十一樓之８,111/04/15,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),1房1廳1衛,1
2256,68.2,33.07,40,0,臺北市中山區遼寧街１０１巷１４號二樓,111/04/14,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),5房5廳5衛,1
2100,101.3,20.74,56,0,臺北市中山區民生東路二段１４７巷１２弄３４號,111/04/14,公寓(5樓含以下無電梯),一層/三層,房地(土地+建物),3房1廳1衛,1
1950,94,20.74,56,0,臺北市中山區民生東路二段１４７巷１２弄３２號,111/04/13,公寓(5樓含以下無電梯),一層/三層,房地(土地+建物),2房2廳1衛,1
2850,83.3,34.2,43,0,臺北市中山區復興北路６６號十一樓之６,111/04/13,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),2房1廳1衛,1
2200,61.7,35.65,39,0,臺北市中山區建國北路二段８７號六樓,111/04/12,住宅大樓(11層含以上有電梯),六層/十三層,房地(土地+建物),1房0廳1衛,1
967,88.2,10.97,32,0,臺北市中山區松江路３１號十一樓之３,111/04/11,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),0房1廳1衛,1
888,65.1,13.63,42,0,臺北市中山區民生東路二段８３號三樓之４０,111/04/11,華廈(10層含以下有電梯),三層/七層,房地(土地+建物),2房1廳1衛,1
1400,67.1,20.87,54,0,臺北市中山區雙城街２８巷２之１號四樓,111/04/11,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),未知,1
2680,65.2,41.12,34,0,臺北市中山區建國北路三段８０巷１號十樓,111/04/10,住宅大樓(11層含以上有電梯),十層/十一層,房地(土地+建物),3房2廳2衛,1
2518,70.4,35.74,38,0,臺北市中山區大直街３３巷９號二樓,111/04/09,公寓(5樓含以下無電梯),二層/五層,房地(土地+建物),3房2廳2衛,1
943,78.8,11.97,41,0,臺北市中山區長安東路二段８０號八樓,111/04/08,住宅大樓(11層含以上有電梯),八層/十二層,房地(土地+建物),2房1廳1衛,1
1905,63.3,30.1,40,0,臺北市中山區龍江路３８４巷１３號五樓,111/04/06,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),5房2廳4衛,1
1350,84.9,15.9,53,0,臺北市中山區民權東路二段９２巷７弄２１號二樓,111/04/02,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),2房1廳1衛,1
1630,105.7,15.43,52,0,臺北市中山區民權東路二段９２巷８弄１３號,111/04/01,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),2房1廳1衛,1
498,78.1,6.38,44,0,臺北市中山區松江路８號十一樓之１４,111/04/01,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),未知,1
1547,63.4,24.39,45,0,臺北市中山區新生北路三段８８巷９號五樓,111/03/31,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),5房0廳5衛,1
1900,60.5,31.41,49,0,臺北市中山區吉林路２０５號三樓,111/03/31,公寓(5樓含以下無電梯),"三層,陽臺/四層",房地(土地+建物),2房2廳1衛,1
2250,65.2,34.53,40,0,臺北市中山區五常街５３巷１４號五樓,111/03/30,華廈(10層含以下有電梯),五層/七層,房地(土地+建物),3房2廳2衛,1
3620,59.8,60.58,33,0,臺北市中山區新生北路二段２８巷５號三樓之３,111/03/30,住宅大樓(11層含以上有電梯),三層/十五層,房地(土地+建物),4房1廳2衛,1
3600,61.8,58.3,33,0,臺北市中山區新生北路二段２８巷３號六樓之３,111/03/30,住宅大樓(11層含以上有電梯),六層/十五層,房地(土地+建物)+車位,3房2廳2衛,1
3600,71.5,50.34,31,0,臺北市中山區明水路３９７巷２弄６號三樓,111/03/29,華廈(10層含以下有電梯),三層/六層,房地(土地+建物)+車位,3房2廳2衛,1
2050,81.4,25.19,38,0,臺北市中山區錦州街３５３號六樓之２,111/03/29,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),2房2廳1衛,1
1090.2,106,10.28,53,0,臺北市中山區長安西路１９巷２弄２９之１號,111/03/28,公寓(5樓含以下無電梯),二層/四層,房地(土地+建物),9房3廳3衛,1
1535,50.5,30.38,43,0,臺北市中山區民族東路４１０巷２３弄５號五樓,111/03/27,公寓(5樓含以下無電梯),五層/五層,房地(土地+建物),2房2廳1衛,1
995,55.5,17.93,39,0,臺北市中山區林森北路１０７巷３０號四樓,111/03/27,華廈(10層含以下有電梯),四層/八層,房地(土地+建物),1房1廳2衛,1
3890,110,35.37,37,0,臺北市中山區龍江路３８７巷１２號,111/03/27,公寓(5樓含以下無電梯),一層/五層,房地(土地+建物),2房2廳1衛,1
2820,56,50.33,24,0,臺北市中山區通北街６５巷２弄２７號五樓,111/03/27,華廈(10層含以下有電梯),五層/九層,房地(土地+建物)+車位,3房2廳2衛,1
468,57.9,8.09,42,0,臺北市中山區新生北路三段６４號二樓之５,111/03/27,華廈(10層含以下有電梯),二層/十層,房地(土地+建物),1房1廳1衛,1
1718,64.1,26.79,40,0,臺北市中山區龍江路４１２巷２４號三樓,111/03/27,公寓(5樓含以下無電梯),三層/五層,房地(土地+建物),3房2廳2衛,1
1600,63.5,25.21,56,0,臺北市中山區長安東路一段５２巷６號四樓,111/03/27,公寓(5樓含以下無電梯),四層/四層,房地(土地+建物),2房1廳1衛,1
972,65.9,14.75,40,0,臺北市中山區松江路２號九樓之９,111/03/27,住宅大樓(11層含以上有電梯),九層/十三層,房地(土地+建物),1房1廳1衛,1
2000,57.9,34.54,36,0,臺北市中山區農安街２０４巷１３號六樓,111/03/27,華廈(10層含以下有電梯),六層/七層,房地(土地+建物),3房2廳2衛,1
2980,60.5,49.26,33,0,臺北市中山區新生北路二段２８巷５號三樓之５,111/03/26,住宅大樓(11層含以上有電梯),三層/十五層,房地(土地+建物),3房2廳2衛,1
3380,59.3,56.99,33,0,臺北市中山區新生北路二段２８巷１號三樓之８,111/03/26,住宅大樓(11層含以上有電梯),三層/十五層,房地(土地+建物),2房2廳3衛,1
1550,70.4,22.03,45,0,臺北市中山區中山北路二段１１６巷２３號三樓,111/03/26,公寓(5樓含以下無電梯),三層/四層,房地(土地+建物),2房2廳1衛,1
800,80.8,9.9,33,0,臺北市中山區長春路４１０號十一樓之１,111/03/26,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),未知,1
1980,84.5,23.43,52,0,臺北市中山區吉林路４６１巷７號,111/03/25,公寓(5樓含以下無電梯),一履1衛,房地(土地+建物),3房1廳1衛,1
3000,63.8,47.03,22,0,臺北市中山區敬業三路１６２巷８４號五樓,111/03/24,住宅大樓(11層含以上有電梯),五層/十二層,房地(土地+建物),3房2廳2衛,1
2500,88.9,28.12,50,0,臺北市中山區新生北路三段８７巷４７號,111/03/22,公寓(5樓含以下無電梯),一層/四層,房地(土地+建物),3房2廳1衛,1
1738,64.9,26.76,53,0,臺北市中山區松江路３３０巷６３號三樓,111/03/22,公寓(5樓含以下無電梯),"三層,露台/四層",房地(土地+建物),2房2廳2衛,1
1750,62,28.23,44,0,臺北市中山區中山北路三段２５號四樓之８,111/03/21,住宅大樓(11層含以上有電梯),四層/十四層,房地(土地+建物),2房2廳1衛,1
730,73.3,9.96,45,0,臺北市中山區中原街２２號七樓之２,111/03/20,華廈(10層含以下有電梯),七層/七層,房地(土地+建物),1房1廳1衛,1
2320,60.6,38.27,43,0,臺北市中山區新生北路一段５９號三樓,111/03/20,住宅大樓(11層含以上有電梯),三層/十二層,房地(土地+建物),3房1廳1衛,1
1650,86.1,19.17,40,0,臺北市中山區民權東路二段１４６號十一樓之３,111/03/19,住宅大樓(11層含以上有電梯),十一層/十二層,房地(土地+建物),2房2廳1衛,1
