add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat
臺北市中正區濟南路二段６２巷１０號二樓之１,111/07/03,2300,78.8,29.2,華廈(10層含以下有電梯),41,二層/六層,房地(土地+建物),3房2廳2衛,0,住家用,121.5320828,25.0393244
臺北市中正區汀州路二段５５巷１號三樓,111/07/03,1418,62.2,22.8,公寓(5樓含以下無電梯),51,三層/四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5156218,25.0260867
臺北市中正區汀州路二段７２號七樓,111/07/03,1250,39.3,31.8,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),6房3廳4衛,0,住家用,121.5186014,25.0250653
臺北市中正區汀州路二段２０１巷６號四樓,111/07/03,2601,94,27.66,華廈(10層含以下有電梯),17,四層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5225593,25.0238412
臺北市中正區水源路７７號八樓之１,111/07/03,4188,98.2,45.22,住宅大樓(11層含以上有電梯),3,八層/十五層,房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.5199766,25.0211365
臺北市中正區羅斯福路三段３１６巷３號七樓,111/07/02,1702,90.5,27.85,華廈(10層含以下有電梯),10,七層/十層,房地(土地+建物)+車位,1房1廳1衛,240,住家用,121.5325589,25.0157225
臺北市中正區汀州路三段２２１號二樓之７,111/07/02,1350,74.4,18.15,華廈(10層含以下有電梯),41,二層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.533866,25.014104
臺北市中正區汀州路二段１６７號十五樓之１,111/07/02,2200,83.5,39.88,住宅大樓(11層含以上有電梯),1,十五層/十八層,房地(土地+建物)+車位,2房1廳1衛,330,住家用,121.5213252,25.0245358
臺北市中正區汀州路二段１６７號十五樓之２,111/07/02,2027,83.5,33.58,住宅大樓(11層含以上有電梯),1,十五層/十八層,房地(土地+建物)+車位,2房1廳1衛,210,住家用,121.5213252,25.0245358
臺北市中正區杭州南路一段１４巷１號二樓,111/07/01,4468,82.5,54.14,華廈(10層含以下有電梯),25,二層/七層,房地(土地+建物)+車位,4房1廳2衛,0,住家用,121.5254387,25.0397168
臺北市中正區汀州路三段６３號十一樓,111/06/30,4148,95.4,43.48,住宅大樓(11層含以上有電梯),4,十一層/十二層,房地(土地+建物)+車位,2房2廳1衛,0,住家用,121.5281268,25.018091
臺北市中正區羅斯福路三段１２８巷１７號,111/06/29,1050,27.9,37.62,華廈(10層含以下有電梯),44,一層/六層,房地(土地+建物),3房2廳2衛,0,住家用,121.526829,25.020397
臺北市中正區羅斯福路四段１３６巷６弄１３號二樓,111/06/28,1888,64.3,29.38,公寓(5樓含以下無電梯),44,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5357056,25.0124242
臺北市中正區中華路一段７號八樓之３,111/06/27,1698,90.1,20.4,住宅大樓(11層含以上有電梯),7,八層/十五層,房地(土地+建物)+車位,1房1廳1衛,180,住家用,121.5103584,25.0470535
臺北市中正區和平西路二段１２８號十一樓,111/06/26,6750,93.5,72.21,住宅大樓(11層含以上有電梯),14,十一層/二十層,房地(土地+建物)+車位,4房2廳3衛,0,住家用,121.5066045,25.0318897
臺北市中正區羅斯福路三段３１６巷３號八樓之１,111/06/26,1300,103,12.63,華廈(10層含以下有電梯),10,八層/十層,房地(土地+建物),1房0廳1衛,0,住家用,121.5325589,25.0157225
臺北市中正區寧波東街９巷９號五樓,111/06/26,1318,102.9,12.8,華廈(10層含以下有電梯),23,五層/六層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5196263,25.0328517
臺北市中正區鎮江街７號七樓之２,111/06/26,3156,83.5,37.8,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5212947,25.0435693
